키워드,언론사,기사명,날짜,URL
팩트경제신문,"[코로나19] 신규확진 2564명, 1주일 연속 '요일 최다'···현 거리두기 연장...",2021-10-01,https://www.facten.co.kr/news/articleView.html?idxno=207364,해외 코로나 현황
국제뉴스,[속보]코로나19발생현황 중대본 집단사례발표 '주말하루 2735명',2021.09.26.,http://www.gukjenews.com/news/articleView.html?idxno=2315687,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규 확진 2,500명대...일주일째 요일 최다",2021-10-01,http://www.newspost.kr/news/articleView.html?idxno=94671,해외 코로나 현황
시사매거진,24일 0시 기준 제주 코로나19 신규 확진 14명...추석 연휴 확산세에 긴장,2021.09.24.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=403396,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 2771명 확산세, 누적 확진 30만 명 넘어서",2021.09.26.,https://www.businesspost.co.kr/BP?command=article_view&num=251636,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 30일 신규 확진자 2,564명, 총...",2021-10-01,http://medicalworldnews.co.kr/news/view.php?idx=1510945088,해외 코로나 현황
메디컬월드뉴스,9월 28일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.28.,http://medicalworldnews.co.kr/news/view.php?idx=1510945042,해외 코로나 현황
후생신보,"코로나 19 신규 확진 2,434명 역대 최다 발생 국내 2,416명, 해외유입 18명",2021.09.24.,http://www.whosaeng.com/130291,해외 코로나 현황
후생신보,"코로나 19 신규 확진 2,771명 국내확진 2,735명, 해외유입 36명",2021.09.26.,http://www.whosaeng.com/130306,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 2383명 확산세, 일요일 기준 가장 많아",2021.09.27.,https://www.businesspost.co.kr/BP?command=article_view&num=251695,해외 코로나 현황
시사매거진,22일 0시 기준 제주도 코로나19 신규 5명 확진,2021.09.22.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=402920,해외 코로나 현황
메디컬월드뉴스,9월 29일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021-09-30,http://medicalworldnews.co.kr/news/view.php?idx=1510945068,해외 코로나 현황
국제뉴스,"[속보]코로나19 확진자 '2천5백명' 육박, 이번주 최대고비",2021.09.26.,http://www.gukjenews.com/news/articleView.html?idxno=2315734,해외 코로나 현황
메디컬월드뉴스,9월 27일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.28.,http://medicalworldnews.co.kr/news/view.php?idx=1510945014,해외 코로나 현황
노컷뉴스,코로나19 신규확진 1943명…이틀째 2천명 안팎·수도권 80% 육박(종합),2021.09.16.,https://www.nocutnews.co.kr/news/5626123,해외 코로나 현황
아시아타임즈,고가의 해외 먹는 코로나 치료제…국내 개발 현황은?,2021.09.13.,https://www.asiatime.co.kr/article/20210913500217,해외 코로나 현황
후생신보,"코로나19 신규 확진 3,273명 역대 최다 국내확진 3,245명, 해외유입 28명",2021.09.25.,http://www.whosaeng.com/130305,해외 코로나 현황
동아사이언스,델타에 이어 뮤까지…새 변이 등장에 복잡해지는 코로나19 지형도,2021.09.06.,https://www.dongascience.com/news/view/49170,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1605명, 일요일 최다 기록... 치명률 0.84%",2021.09.20.,http://www.getnews.co.kr/news/articleView.html?idxno=551193,해외 코로나 현황
메가경제,"코로나19 신규확진자 2771명 ""주말 검사수 감소에도 역대 2번째""....""수도권 ...",2021.09.26.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065576436185761,해외 코로나 현황
국제뉴스,"[속보] 코로나19 확진자, '2천5백명' 또넘겨, 주말고비",2021.09.25.,http://www.gukjenews.com/news/articleView.html?idxno=2315439,해외 코로나 현황
뉴스핌,코로나19 신규 확진 1605명…일요일 기준 최다,2021.09.20.,http://www.newspim.com/news/view/20210920000011,해외 코로나 현황
후생신보,"코로나19 신규 확진 2,382명 국내확진 2,356명, 해외유입 26명",2021.09.27.,http://www.whosaeng.com/130312,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 24일 0시 기준),2021.09.24.,http://www.discoverynews.kr/news/articleView.html?idxno=649851,해외 코로나 현황
중앙일보,"""내 돈 주고 美가서 백신맞았는데 안된다?"" 해외접종자 폭발",2021.09.13.,https://www.joongang.co.kr/article/25006780,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규확진 1910명, 주말 최다··· 수도권 비중 77.8%",2021.09.19.,http://www.getnews.co.kr/news/articleView.html?idxno=551141,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 22일 0시 기준, 신규 확진자 1,720명",2021.09.22.,http://www.cbci.co.kr/news/articleView.html?idxno=419412,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(17일),2021.09.17.,https://www.news1.kr/photos/view/?4978735,해외 코로나 현황
뉴스프리존,"[국내 코로나 19현황] 전날보다 412명 줄어나 579명 발생 1,673명",2021-10-05,http://www.newsfreezone.co.kr/news/articleView.html?idxno=338680,해외 코로나 현황
뉴스웍스,[코로나 현황] '토요일 기준 최다' 1910명 신규 확진…10명 사망,2021.09.19.,http://www.newsworks.co.kr/news/articleView.html?idxno=571995,해외 코로나 현황
중앙일보,"""피 뚝뚝 떨어트려 비커 받더라"" 해외 내몰린 희귀암 환자들",2021.09.11.,https://www.joongang.co.kr/article/25006268,해외 코로나 현황
부산일보,창원 11명 등 경남도내 코로나19 확진 20명 발생,2021.09.15.,http://www.busan.com/view/busan/view.php?code=2021091513322154833,해외 코로나 현황
뉴시스,"재계 총수, 코로나 속 추석연휴?…쉬어도 쉬는 게 아냐",2021.09.12.,http://www.newsis.com/view/?id=NISX20210910_0001579805&cID=13001&pID=13000,해외 코로나 현황
국제뉴스,"[속보]서울 코로나 확진자 907명 추가, 자치구별 현황 공개",2021.09.24.,http://www.gukjenews.com/news/articleView.html?idxno=2314875,해외 코로나 현황
메디컬월드뉴스,"9월 29일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 2,885명, 총...",2021-09-30,http://medicalworldnews.co.kr/news/view.php?idx=1510945065,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규 확진 2,400명대...요일 최다 기록",2021-10-02,http://www.newspost.kr/news/articleView.html?idxno=94687,해외 코로나 현황
메가경제,"코로나19 신규확진자 2434명 ""44일만에 역대 최다""...서울 지역발생 903명 ""역...",2021.09.24.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065599263892159,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 25일 0시 기준),2021.09.25.,http://www.discoverynews.kr/news/articleView.html?idxno=650292,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 24. 00시 기준),2021.09.24.,https://www.sisa-news.com/news/article.html?no=172672,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 1716명 확산 지속, 수도권 76.1% 차지",2021.09.23.,https://www.businesspost.co.kr/BP?command=article_view&num=251300,해외 코로나 현황
뉴스1,'전 세계 간호인력 기근'…해외진출 설명회에 간호사들 몰렸다,2021.09.14.,https://www.news1.kr/articles/?4434511,해외 코로나 현황
글로벌경제,[코로나19 발생현황] 나흘째 '요일 최다'… 추석 당일 신규 확진자 1729명,2021.09.21.,http://www.getnews.co.kr/news/articleView.html?idxno=551228,해외 코로나 현황
부산일보,경남에 코로나19 확진 20명 발생…도내 누적 10658명,2021.09.13.,http://www.busan.com/view/busan/view.php?code=2021091313391700371,해외 코로나 현황
KOTRA해외시장뉴스,케냐 코로나 진단키트 시장 동향,2021.09.14.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=190677,해외 코로나 현황
국제뉴스,[속보] 이천 코로나 확진자 23명 발생 '감염경로 공개',2021.09.23.,http://www.gukjenews.com/news/articleView.html?idxno=2314545,해외 코로나 현황
브릿지경제,코로나19 신규확진 2028명… 연휴 끝 사흘만에 다시 2000명대,2021-10-06,http://www.viva100.com/main/view.php?key=20211006010001048,해외 코로나 현황
KOTRA해외시장뉴스,[기고] 비상사태와 코로나로 인한 미얀마 물류현황,2021.09.23.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=190894,해외 코로나 현황
중앙일보,[대한민국 복지의 내일] 국민 안전 위해 총력 … ‘코로나19 대응 유공 정부 ...,C4면 1단,https://www.joongang.co.kr/article/25009237,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진 1720명…추석연휴로 이틀 연속 1700명대,2021.09.22.,http://www.newsworks.co.kr/news/articleView.html?idxno=572061,해외 코로나 현황
쿠키뉴스,대구시 “코로나 검사는 추석 연휴 없어요”,2021.09.14.,http://www.kukinews.com/newsView/kuk202109140045,해외 코로나 현황
시사매거진,19일 0시 기준 제주지역 코로나19 신규 확진 6명 발생,2021.09.19.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=402665,해외 코로나 현황
청년의사,지방 노숙인이 코로나19 감염 복병?,2021.09.16.,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2014656,해외 코로나 현황
국제뉴스,"인천시, 코로나19 133명 추가 발생 및 대응 상황(2021년 9월21일)",2021.09.21.,http://www.gukjenews.com/news/articleView.html?idxno=2313385,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(15일),2021.09.15.,https://www.news1.kr/photos/view/?4974054,해외 코로나 현황
노컷뉴스,코로나19 신규확진 1497명…70일째 네 자릿수·'4명 중 3명' 수도권(종합),2021.09.14.,https://www.nocutnews.co.kr/news/5624469,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 신규 확진자 53명 발생... 서구 사우나발 4명,2021.09.23.,http://www.kbsm.net/default/index_view_page.php?idx=324177&part_idx=320,해외 코로나 현황
팩트경제신문,[코로나19]신규확진 사흘째 1700명대···수도권 76.1%,2021.09.23.,https://www.facten.co.kr/news/articleView.html?idxno=206990,해외 코로나 현황
메디컬월드뉴스,"9월 28일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 2,289명, 총...",2021.09.28.,http://medicalworldnews.co.kr/news/view.php?idx=1510945035,해외 코로나 현황
시사매거진,[속보] 전남 코로나 확진자 38명 발생 '구별 현황은?',2021.09.23.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=403042,해외 코로나 현황
쿠키뉴스,코로나19 신규 확진 2008명… 추석 연휴 앞두고 다시 2000명대,2021.09.17.,http://www.kukinews.com/newsView/kuk202109170029,해외 코로나 현황
메가경제,"코로나19 신규확진자 3273명 ""사상 첫 3천명대 폭증""...서울·경기 1000명대 ...",2021.09.25.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065582407248004,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 23일 0시 기준),2021.09.23.,http://www.discoverynews.kr/news/articleView.html?idxno=648883,해외 코로나 현황
노컷뉴스,코로나19 신규확진 1865명…수도권 74% 차지·67일째 네 자릿수,2021.09.11.,https://www.nocutnews.co.kr/news/5623227,해외 코로나 현황
대구신문,[전문] 코로나19 대응 관련 대구시 서면 브리핑(2021.10.06.),2021-10-06,https://www.idaegu.co.kr/news/articleView.html?idxno=360065,해외 코로나 현황
퍼블릭뉴스,[인도네시아 코로나 현황] The worst nightmare of Indonesia in the battle ...,2021-10-02,http://www.psnews.co.kr/news/articleView.html?idxno=2001549,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(14일),2021.09.14.,https://www.news1.kr/photos/view/?4971700,해외 코로나 현황
뉴스웍스,"[코로나 현황] 신규확진자 1729명, 4연속 요일 최대…""추석 이후 전국적 재확...",2021.09.21.,http://www.newsworks.co.kr/news/articleView.html?idxno=572032,해외 코로나 현황
강원일보,국민의힘 이철규 국회의원 “코로나 이후 무역사기 급증”,3면 1단,http://www.kwnews.co.kr/nview.asp?aid=221092200135,해외 코로나 현황
동아일보,[단독]국회 외통위 “해외공관 대면 국감 재개”…방역 우려도,2021.09.09.,https://www.donga.com/news/article/all/20210909/109173768/1,해외 코로나 현황
영남일보,"[속보] 24일 0시 기준 코로나19 신규 확진 대구 128명, 경북 46명, 전국 2천4...",2021.09.24.,https://www.yeongnam.com/web/view.php?key=20210924000918133,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 20일 0시 기준, 신규 확진자 1,605명",2021.09.20.,http://www.cbci.co.kr/news/articleView.html?idxno=419388,해외 코로나 현황
쿠키뉴스,코로나19 신규 확진자 2080명… 수도권 비중 80.5%,2021.09.15.,http://www.kukinews.com/newsView/kuk202109150033,해외 코로나 현황
머니S,"수도권 재확산 본격화되나… 코로나, 신규확진 '1865명'(종합)",2021.09.11.,http://moneys.mt.co.kr/news/mwView.php?no=2021091110398023938,해외 코로나 현황
전국매일신문,코로나 신규확진 1910명…주말 '최다',2021.09.19.,http://www.jeonmae.co.kr/news/articleView.html?idxno=855378,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 23. 00시 기준),2021.09.23.,https://www.sisa-news.com/news/article.html?no=172516,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 18일 0시 기준, 신규 확진자 2,087명",2021.09.18.,http://www.cbci.co.kr/news/articleView.html?idxno=419347,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규확진자 2771명…주말 역대 최대 기록,2021.09.26.,http://www.newsworks.co.kr/news/articleView.html?idxno=572621,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(13일),2021.09.13.,https://www.news1.kr/photos/view/?4969589,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 확진자 35명...사우나발 누적 82명,2021.09.21.,http://www.kbsm.net/default/index_view_page.php?idx=324039&part_idx=320,해외 코로나 현황
메디컬월드뉴스,9월 26일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.26.,http://medicalworldnews.co.kr/news/view.php?idx=1510944993,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 확진자 118명 확진...이틀 연속 두자리,2021.09.26.,http://www.kbsm.net/default/index_view_page.php?idx=324329&part_idx=320,해외 코로나 현황
부산제일경제,"부산 코로나 다시 확산 '조짐'… 하루 확진자 58명, 학교감염도 발생",2021.09.15.,https://www.busaneconomy.com/news/articleView.html?idxno=258325,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 27일 신규 확진자 2,383명, 총...",2021.09.27.,http://medicalworldnews.co.kr/news/view.php?idx=1510945010,해외 코로나 현황
부산제일경제,"부산 코로나 다시 확산 '조짐'… 하루 확진자 58명, 학교감염도 발생",2021.09.15.,https://www.busaneconomy.com/news/articleView.html?idxno=258325,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 27일 신규 확진자 2,383명, 총...",2021.09.27.,http://medicalworldnews.co.kr/news/view.php?idx=1510945010,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 22일 0시 기준),2021.09.22.,http://www.discoverynews.kr/news/articleView.html?idxno=648597,해외 코로나 현황
한국경제,다가오는 ‘위드 코로나’…리오프닝株 담아볼까,2021.09.15.,https://www.hankyung.com/finance/article/2021091562786,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(12일),2021.09.12.,https://www.news1.kr/photos/view/?4968414,해외 코로나 현황
아시아경제,"KOTRA ""코로나로 변화된 중남미 제약시장 선점하자""",2021.09.07.,https://view.asiae.co.kr/article/2021090708515802429,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 신규 확진자 41명 발생... 서구 사우나발 6명,2021.09.22.,http://www.kbsm.net/default/index_view_page.php?idx=324071&part_idx=320,해외 코로나 현황
이데일리,[뉴스+]알아봐야 쓸모있는 '자가격리' 없는 해외여행,2021.09.16.,http://www.edaily.co.kr/news/newspath.asp?newsid=02187766629180448,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 17일 0시 기준, 신규 확진자 2,008명",2021.09.17.,http://www.cbci.co.kr/news/articleView.html?idxno=419301,해외 코로나 현황
부산일보,경남에서 코로나19 확진 20명 추가…도내 하루 26명 감염,2021.09.09.,http://www.busan.com/view/busan/view.php?code=2021090913313813878,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(11일),2021.09.11.,https://www.news1.kr/photos/view/?4967880,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 16일 0시 기준, 신규 확진자 1,943명",2021.09.16.,http://www.cbci.co.kr/news/articleView.html?idxno=419265,해외 코로나 현황
뉴스웍스,[코로나 현황] 서울시 코로나19 신규 확진자 808명...'역대 최다',2021.09.15.,http://www.newsworks.co.kr/news/articleView.html?idxno=571289,해외 코로나 현황
아주경제,[상보][코로나19] 신규 확진자 1755명…수도권 확산세 지속,2021.09.12.,http://www.ajunews.com/view/20210912094922717,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 1910명, 토요일 기준 역대 가장 많아",2021.09.19.,https://www.businesspost.co.kr/BP?command=article_view&num=251168,해외 코로나 현황
경북신문,대구 `코로나19` 신규 확진자 47명 발생 [전문],2021.09.16.,http://www.kbsm.net/default/index_view_page.php?idx=323843&part_idx=320,해외 코로나 현황
프라임경제,코로나19 신규 확진자 1720명…백신 1차 접종률 71.2%,2021.09.22.,http://www.newsprime.co.kr/news/article.html?no=553043,해외 코로나 현황
대경일보,대구 코로나 신규 확진자 53명…추가 사망자 1명 늘어,2021.09.23.,http://www.dkilbo.com/news/articleView.html?idxno=344916,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 2008명으로 소폭 늘어, 수도권 1532명",2021.09.17.,https://www.businesspost.co.kr/BP?command=article_view&num=250980,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규 확진 2,800명대...역대 두번째 규모",2021-09-30,http://www.newspost.kr/news/articleView.html?idxno=94652,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진 2008명…추석 앞두고 다시 2000명대로?,2021.09.17.,http://www.newsworks.co.kr/news/articleView.html?idxno=571714,해외 코로나 현황
천지일보,"코로나19 발생현황, 신규확진 1575명… 3달째 네 자릿수",2021-10-05,http://www.newscj.com/news/articleView.html?idxno=907984,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(10일),2021.09.10.,https://www.news1.kr/photos/view/?4966260,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 19일 0시 기준, 신규 확진자 1,910명",2021.09.19.,http://www.cbci.co.kr/news/articleView.html?idxno=419385,해외 코로나 현황
경인매일,"중국은 '교도관·공안이 구타', 미국은 '수감자 간 폭행', 일본은 '의료제공 ...",2021.09.28.,http://www.kmaeil.com/news/articleView.html?idxno=308065,해외 코로나 현황
의학신문,식품 해외제조소 비대면 조사 지침 마련,2021.09.14.,http://www.bosa.co.kr/news/articleView.html?idxno=2158427,해외 코로나 현황
메디컬월드뉴스,"9월 26일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 2,771명, 총...",2021.09.26.,http://medicalworldnews.co.kr/news/view.php?idx=1510944992,해외 코로나 현황
메디컬월드뉴스,9월 25일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.25.,http://medicalworldnews.co.kr/news/view.php?idx=1510944980,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1943명, 수도권 이틀째 80% 안팎... 치명률...",2021.09.16.,http://www.getnews.co.kr/news/articleView.html?idxno=550779,해외 코로나 현황
메가경제,"코로나19 신규확진자 1729명 ""나흘째 요일 최다 경신""...수도권서 76.7% 발생",2021.09.21.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065588397390287,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(9일),2021.09.09.,https://www.news1.kr/photos/view/?4964099,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 2080명으로 늘어, 수도권 1656명 역대 최다",2021.09.15.,https://www.businesspost.co.kr/BP?command=article_view&num=250484,해외 코로나 현황
아주경제,[코로나19] 신규 확진자 1597명…월요일 기준 최다 확진자,2021.09.07.,http://www.ajunews.com/view/20210907093219045,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,720명, 국내확진 1,703명, 해외유입 17명",2021.09.22.,http://www.whosaeng.com/130263,해외 코로나 현황
경북신문,대구 `코로나19` 신규 확진자 27명 발생 [전문],2021.09.14.,http://www.kbsm.net/default/index_view_page.php?idx=323554&part_idx=320,해외 코로나 현황
서울와이어,위드 코로나에 설레는 여행업계… 정상 근무 서두른다,2021.09.14.,http://www.seoulwire.com/news/articleView.html?idxno=451318,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(8일),2021.09.08.,https://www.news1.kr/photos/view/?4961895,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 1433명으로 줄어, 수도권이 76.7% 차지",2021.09.13.,https://www.businesspost.co.kr/BP?command=article_view&num=250013,해외 코로나 현황
뉴스프리존,"[국내 코로나19 현황] 전날보다 77명 줄었으나 2,486명 발생...사망자 16명으...",2021-10-02,http://www.newsfreezone.co.kr/news/articleView.html?idxno=338330,해외 코로나 현황
CNB뉴스,"추석 연휴 직후 부산시 코로나19 확산세, 큰 변동 없이 ‘일일 28명’",2021.09.23.,https://www.cnbnews.com/news/article.html?no=511457,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 20일 0시 기준),2021.09.20.,http://www.discoverynews.kr/news/articleView.html?idxno=648588,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규확진 2080명, 6일만에 2000명대로... 치명률 0.86%",2021.09.15.,http://www.getnews.co.kr/news/articleView.html?idxno=550543,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 1943명으로 소폭 줄어, 전국 확산세 지속",2021.09.16.,https://www.businesspost.co.kr/BP?command=article_view&num=250733,해외 코로나 현황
MBC,코로나19 대응 중앙방역대책본부 브리핑,2021.09.07.,https://imnews.imbc.com/replay/2021/nw1400/article/6299027_34915.html,해외 코로나 현황
이투데이,[종합] 코로나19 신규 확진 1892명…3일 만에 2000명 아래로,2021.09.10.,https://www.etoday.co.kr/news/view/2061210,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(7일),2021.09.07.,https://www.news1.kr/photos/view/?4959912,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 21일 0시 기준),2021.09.21.,http://www.discoverynews.kr/news/articleView.html?idxno=648595,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진자 1755명…수도권 74.4%,2021.09.12.,http://www.newsworks.co.kr/news/articleView.html?idxno=570554,해외 코로나 현황
브릿지경제,코로나19 신규확진 1575명… 휴일 효과로 이틀 연속 1000명대,2021-10-06,http://www.viva100.com/main/view.php?key=20211005010000665,해외 코로나 현황
식품저널 foodnews,"식약처, 해외제조업소 '비대면 조사 매뉴얼' 마련",2021.09.14.,http://www.foodnews.co.kr/news/articleView.html?idxno=93896,해외 코로나 현황
뉴스1,[그래픽] 코로나19 확진자 지역별 현황(6일),2021.09.06.,https://www.news1.kr/photos/view/?4958051,해외 코로나 현황
노컷뉴스,코로나19 신규확진 2008명…이틀 만에 다시 2천 명대·추석 방역 '비상'(종합...,2021.09.17.,https://www.nocutnews.co.kr/news/5626896,해외 코로나 현황
국제뉴스,"권영진 대구시장, 추석 연휴에도 의심증상 있으면 코로나19 검사 받으세요!",2021.09.14.,http://www.gukjenews.com/news/articleView.html?idxno=2308994,해외 코로나 현황
메디컬월드뉴스,9월 24일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.24.,http://medicalworldnews.co.kr/news/view.php?idx=1510944958,해외 코로나 현황
이데일리,"김태억 랩지노믹스 부사장 “코로나 다가백신 전폭 지원, 2년 내 상용화 목표...",A13면 3단,http://www.edaily.co.kr/news/newspath.asp?newsid=02824086629177496,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 18일 0시 기준),2021.09.18.,http://www.discoverynews.kr/news/articleView.html?idxno=648582,해외 코로나 현황
서울와이어,[코로나19 통합 뉴스룸] 신규확진 이틀만에 다시 2000명대,2021.09.17.,http://www.seoulwire.com/news/articleView.html?idxno=451610,해외 코로나 현황
메디컬월드뉴스,"9월 25일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 3,273명, 총...",2021.09.25.,http://medicalworldnews.co.kr/news/view.php?idx=1510944977,해외 코로나 현황
뉴스웍스,"[코로나 현황] 신규 확진자 1433명…""수도권 비중 80% 육박""",2021.09.13.,http://www.newsworks.co.kr/news/articleView.html?idxno=570651,해외 코로나 현황
글로벌경제,[코로나19 발생현황] 신규 확진자 2008명 이틀만에 다시 2000명대... 치명률 ...,2021.09.17.,http://www.getnews.co.kr/news/articleView.html?idxno=550951,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 확진자 38명...서구 사우나 관련 `확산세`,2021.09.17.,http://www.kbsm.net/default/index_view_page.php?idx=323971&part_idx=320,해외 코로나 현황
약사공론,"코로나로 막힌 현지실사, 비대면방식 대체 '속도'",2021.09.14.,https://www.kpanews.co.kr/article/show.asp?idx=225494&category=C,해외 코로나 현황
대경일보,범죄자 해외도피 4년간 3000건 육박,2021.09.13.,http://www.dkilbo.com/news/articleView.html?idxno=344211,해외 코로나 현황
천지일보,"[광주 코로나 현황] 감염 확산 다소 주춤, 전날 기준 15명(#5078~5092) 확진",2021-10-06,http://www.newscj.com/news/articleView.html?idxno=908101,해외 코로나 현황
위클리오늘,추석 연휴에도 의심증상 있으면 코로나19 검사 받으세요,2021.09.14.,http://www.weeklytoday.com/news/articleView.html?idxno=404477,해외 코로나 현황
CBC뉴스,"[코로나19 발생현황] 9월 15일 0시 기준, 신규 확진자 2,080명",2021.09.15.,http://www.cbci.co.kr/news/articleView.html?idxno=419233,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1497명, 70일째 네자릿... 치명률 0.86%",2021.09.14.,http://www.getnews.co.kr/news/articleView.html?idxno=550327,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진자 1865명…수도권 재확산 '74.2%' 차지,2021.09.11.,http://www.newsworks.co.kr/news/articleView.html?idxno=570498,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진 1892명…수도권 74.6% 차지,2021.09.10.,http://www.newsworks.co.kr/news/articleView.html?idxno=570360,해외 코로나 현황
경북신문,대구 `코로나19` 신규 확진자 31명 발생 [전문],2021.09.13.,http://www.kbsm.net/default/index_view_page.php?idx=323419&part_idx=320,해외 코로나 현황
노컷뉴스,코로나19 신규확진 2080명…엿새 만에 2천명대·수도권 역대 최다(종합),2021.09.15.,https://www.nocutnews.co.kr/news/5625351,해외 코로나 현황
뉴스클레임,"코로나19 발생현황, 대체휴일 영향… 신규 확진자 다시 2000명대로",2021-10-06,https://www.newsclaim.co.kr/news/articleView.html?idxno=3000175,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1433명, 7일만에 1500명 아래... 치명률 0....",2021.09.13.,http://www.getnews.co.kr/news/articleView.html?idxno=550110,해외 코로나 현황
쿠키뉴스,코로나19 신규 확진 1375명… 62일째 네 자릿수,2021.09.06.,http://www.kukinews.com/newsView/kuk202109060032,해외 코로나 현황
오토데일리,"수소모빌리티쇼, 코로나19속 2만7천여명 찾아. 수소산업 잠재력 확인",2021.09.13.,http://www.autodaily.co.kr/news/articleView.html?idxno=429462,해외 코로나 현황
