키워드,언론사,기사명,날짜,URL
전자신문,"삼성 AI포럼, '기술선도'에 방점...최신 연구 성과 한자리에",2면 3단,http://www.etnews.com/20211006000235,해외 코로나 현황
노컷뉴스,코로나19 신규확진 1597명…월요일 집계기준 최다·63일째 네 자릿수(종합),2021.09.07.,https://www.nocutnews.co.kr/news/5620246,해외 코로나 현황
ZDNet Korea,10일 코로나19 신규확진…국내발생 1857명 등 총 1892명,2021.09.10.,https://zdnet.co.kr/view/?no=20210910094818,해외 코로나 현황
국제뉴스,[속보]서울 송파구 양재대로 932 가락시장 종사자·방문자 코로나19 검사,2021.09.11.,http://www.gukjenews.com/news/articleView.html?idxno=2307334,해외 코로나 현황
뉴스프리존,"[국내 코로나19 현황] 85일째 2천명대, 21시기준 신규감염자 2,244명 발생",2021-09-30,http://www.newsfreezone.co.kr/news/articleView.html?idxno=338103,해외 코로나 현황
메디컬월드뉴스,9월 20일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.20.,http://medicalworldnews.co.kr/news/view.php?idx=1510944890,해외 코로나 현황
뉴스웍스,[코로나 현황] 신규 확진 '월요일 기준 최다' 1597명…63일 연속 네 자릿수,2021.09.07.,http://www.newsworks.co.kr/news/articleView.html?idxno=569687,해외 코로나 현황
게임톡,"서태건 위원장 ""코로나19도 '인디보석' 찾는 BIC 열기 못막아요""",2021.09.06.,https://www.gametoc.co.kr/news/articleView.html?idxno=62547,해외 코로나 현황
에이빙뉴스,"2021성남국제의료관광컨벤션, 온라인 개최... 코로나 19 시대 의료 관광 방향...",2021.09.09.,http://kr.aving.net/news/view.php?articleId=1633600&Branch_ID=kr&rssid=naver&mn_name=news,해외 코로나 현황
경북신문,대구 `코로나19` 신규 확진자 62명 발생 [전문],2021.09.12.,http://www.kbsm.net/default/index_view_page.php?idx=323286&part_idx=320,해외 코로나 현황
시사매거진,"9월 6일, 서울시 코로나19 발생 현황",2021.09.07.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=372226,해외 코로나 현황
뉴스클레임,코로나19 신규 발생 현황… 이틀 연속 1000명대 기록,2021-10-06,https://www.newsclaim.co.kr/news/articleView.html?idxno=3000155,해외 코로나 현황
노컷뉴스,코로나19 신규확진 1375명…62일째 네 자릿수 확산세·거리두기 재연장(종합),2021.09.06.,https://www.nocutnews.co.kr/news/5619383,해외 코로나 현황
영남일보,"[속보] 17일 0시 기준 코로나19 신규 확진자 대구 38명, 경북 38명, 전국 2천...",2021.09.17.,https://www.yeongnam.com/web/view.php?key=20210917000922023,해외 코로나 현황
제주교통복지신문,[코로나19 발생현황] 국내 코로나 신규 확진자 2008명 추가,2021.09.17.,https://www.jejutwn.com/news/article.html?no=90962,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 10일 0시 기준),2021.09.10.,http://www.discoverynews.kr/news/articleView.html?idxno=642378,해외 코로나 현황
메가경제,"코로나19 신규확진자 1497명 ""70일째 네 자릿수""...수도권 1107명 ""닷새째 70...",2021.09.14.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065577585268788,해외 코로나 현황
뉴스프리존,"[국내 코로나19 현황] 신규 감염자 전 날보다 238명 줄어 2,248명 발생…9일째...",2021-10-03,http://www.newsfreezone.co.kr/news/articleView.html?idxno=338572,해외 코로나 현황
시사매거진,"9월 5일, 서울시 코로나19 발생 현황",2021.09.06.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=371965,해외 코로나 현황
톱스타뉴스,코로나19 전국 신규확진자 2천248명…백신 접종률은 77.1%,2021-10-03,http://www.topstarnews.net/news/articleView.html?idxno=14635115,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 14. 00시 기준),2021.09.14.,https://www.sisa-news.com/news/article.html?no=171680,해외 코로나 현황
대구신문,[전문] 코로나19 대응 관련 대구시 서면 브리핑(2021.10.05.),2021-10-06,https://www.idaegu.co.kr/news/articleView.html?idxno=359935,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 13. 00시 기준),2021.09.13.,https://www.sisa-news.com/news/article.html?no=171560,해외 코로나 현황
후생신보,"코로나 19 신규 확진 2,080명 국내확진 2,057명, 해외유입 23명",2021.09.15.,http://www.whosaeng.com/130137,해외 코로나 현황
데일리안,[9/17일(금) 코로나19 종합] 신규 확진자 2008명…정부 “대응 관계기관 현장...,2021.09.17.,https://www.dailian.co.kr/news/view/1034542/?sc=Naver,해외 코로나 현황
메디컬월드뉴스,"9월 20일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 1,605명, 총...",2021.09.20.,http://medicalworldnews.co.kr/news/view.php?idx=1510944889,해외 코로나 현황
아시아경제,LH 임대주택 임대료 장기체납자 6만가구…체납액 429억원,59분 전,https://view.asiae.co.kr/article/2021100708415496094,해외 코로나 현황
경북신문,[전문] 대구 `코로나19` 확진자 44명...학생 감염 `줄이어`,2021.09.10.,http://www.kbsm.net/default/index_view_page.php?idx=323242&part_idx=320,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 15. 00시 기준),2021.09.15.,https://www.sisa-news.com/news/article.html?no=171828,해외 코로나 현황
쿠키뉴스,코로나19 신규 확진자 2050명… 일주일 만에 2000명대,2021.09.08.,http://www.kukinews.com/newsView/kuk202109080038,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1375명, 휴일 기준 5주만에 1400명 아래......",2021.09.06.,http://www.getnews.co.kr/news/articleView.html?idxno=548950,해외 코로나 현황
메가경제,"코로나19 신규확진자수 1755명 ""주말 역대 2번째""...서울 ""닷새째 600명대 중...",2021.09.12.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065591176091070,해외 코로나 현황
아주경제,[코로나19] 이틀 연속 확진자 2000명 넘어…추석 방역 ‘적신호’,2021.09.10.,http://www.ajunews.com/view/20210909160655791,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 10. 00시 기준),2021.09.10.,https://www.sisa-news.com/news/article.html?no=171286,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 11일 0시 기준),2021.09.11.,http://www.discoverynews.kr/news/articleView.html?idxno=643028,해외 코로나 현황
팩트경제신문,[코로나19]신규확진 이틀만에 다시 2천명대···수도권 77.6%,2021.09.17.,https://www.facten.co.kr/news/articleView.html?idxno=206809,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 9일 0시 기준),2021.09.09.,http://www.discoverynews.kr/news/articleView.html?idxno=641566,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,497명 국내확진 1,463명, 해외유입 34명",2021.09.14.,http://www.whosaeng.com/130085,해외 코로나 현황
쿠키뉴스,[국감2021] '사후피임약'이 퀵으로…'비대면 처방'의 명암,2021-10-06,http://www.kukinews.com/newsView/kuk202110060185,해외 코로나 현황
뉴스1,"2028명 확진, 사흘만에 2000명대…성인 접종완료 63.4%(종합)",2021-10-06,https://www.news1.kr/articles/?4453110,해외 코로나 현황
메디컬월드뉴스,9월 16일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.16.,http://medicalworldnews.co.kr/news/view.php?idx=1510944830,해외 코로나 현황
시사매거진,8일 제주 코로나19 신규 확진 9명...6일 연속 한자리수,2021.09.08.,http://www.sisamagazine.co.kr/news/articleView.html?idxno=400080,해외 코로나 현황
프라임경제,"주말 역대 두 번째, 코로나19 신규 확진자 1755명",2021.09.12.,http://www.newsprime.co.kr/news/article.html?no=552591,해외 코로나 현황
천지일보,"코로나19 발생현황, 신규확진 2486명… 8일 연속 최다",2021-10-02,http://www.newscj.com/news/articleView.html?idxno=906925,해외 코로나 현황
메디컬월드뉴스,"9월 19일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 1,910명, 총...",2021.09.19.,http://medicalworldnews.co.kr/news/view.php?idx=1510944886,해외 코로나 현황
잡포스트,"산인공-보건복지인력개발원, '2021 간호사 해외취업 설명회' 온라인 진행",2021.09.14.,http://www.job-post.co.kr/news/articleView.html?idxno=34824,해외 코로나 현황
위클리오늘,"중앙전파관리소, 해외 전파관리 기관과 교류 협력을 강화한다",2021.09.07.,http://www.weeklytoday.com/news/articleView.html?idxno=402260,해외 코로나 현황
뉴스클레임,코로나에도 범죄자들 해외 도피 늘어,2021-10-05,https://www.newsclaim.co.kr/news/articleView.html?idxno=3000122,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 13일 0시 기준),2021.09.13.,http://www.discoverynews.kr/news/articleView.html?idxno=643458,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,892명 국내확진 1,857명, 해외유입 35명",2021.09.10.,http://www.whosaeng.com/130024,해외 코로나 현황
메디컬월드뉴스,9월 15일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.16.,http://medicalworldnews.co.kr/news/view.php?idx=1510944798,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 7일 0시 기준),2021.09.07.,http://www.discoverynews.kr/news/articleView.html?idxno=639814,해외 코로나 현황
국제뉴스,"[속보]진주시 코로나 확진자 추가 발생, 감염 경로 공개",2021.09.10.,http://www.gukjenews.com/news/articleView.html?idxno=2306918,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 9. 00시 기준),2021.09.09.,https://www.sisa-news.com/news/article.html?no=171128,해외 코로나 현황
메디컬월드뉴스,9월 17일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.17.,http://medicalworldnews.co.kr/news/view.php?idx=1510944852,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 6일 0시 기준),2021.09.06.,http://www.discoverynews.kr/news/articleView.html?idxno=638843,해외 코로나 현황
시사뉴스,[단독] 코로나19 기초지자체별 인구대비 확진자 비율 최초 분석-④ 영남권,2021.09.15.,https://www.sisa-news.com/news/article.html?no=171925,해외 코로나 현황
팩트경제신문,[코로나19] 신규확진 6일만에 2천명대···수도권 80.5% 방역 비상,2021.09.15.,https://www.facten.co.kr/news/articleView.html?idxno=206696,해외 코로나 현황
문화일보,백신·줄기세포·이종장기이식… 코로나 이후 ‘바이오’를 논한다,27면 TOP,http://www.munhwa.com/news/view.html?no=2021091301032721080002,해외 코로나 현황
컨슈머타임스,"코트라 ""코로나發 변화된 중남미 제약시장 선점하자""",2021.09.08.,http://www.cstimes.com/news/articleView.html?idxno=473611,해외 코로나 현황
브레이크뉴스,"강기윤 의원, 코로나 집콕 시기, 온라인 불법 제품 유의해야",2021.09.10.,http://www.breaknews.com/833181,해외 코로나 현황
천지일보,[전북 코로나 현황] 일상 접촉·해외입국 등 41명 확진자 발생,2021.08.27.,http://www.newscj.com/news/articleView.html?idxno=894901,해외 코로나 현황
천지일보,"코로나19 발생현황, 신규확진 2086명… 89일째 네 자릿수",2021-10-04,http://www.newscj.com/news/articleView.html?idxno=907458,해외 코로나 현황
디스커버리뉴스,(속보) 코로나19 국내 발생 및 예방접종 현황 (9월 12일 0시 기준),2021.09.12.,http://www.discoverynews.kr/news/articleView.html?idxno=643037,해외 코로나 현황
시사뉴스,[단독] 코로나19 기초지자체별 인구대비 확진자 비율 최초 분석-⑤ 영남?·?...,2021.09.16.,https://www.sisa-news.com/news/article.html?no=172086,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 18일 신규 확진자 2,087명, 총...",2021.09.18.,http://medicalworldnews.co.kr/news/view.php?idx=1510944870,해외 코로나 현황
국제뉴스,"코로나19 해외발생현황, '미국3천7백만명,일본1백만명' 한국 확진자수는?",2021.08.27.,http://www.gukjenews.com/news/articleView.html?idxno=2296775,해외 코로나 현황
대구신문,"김용판 ""범죄자 해외 도피 꾸준히 증가···작년 943건 최다""",2021-10-06,https://www.idaegu.co.kr/news/articleView.html?idxno=359942,해외 코로나 현황
KBS,"코로나19 신규 확진자 2,028명…백신 접종 완료율 54.5%",2021-10-06,https://news.kbs.co.kr/news/view.do?ncd=5294506&ref=A,해외 코로나 현황
뉴스1,"'서울 37.6%, 10개 광역 0%'…노숙인 백신 접종률 지역차 극심",2021-10-06,https://www.news1.kr/articles/?4453294,해외 코로나 현황
동아일보,2021성남국제의료관광컨벤션 개최··· 코로나 19 시대의 의료 관광 업계 방...,2021.09.07.,https://www.donga.com/news/article/all/20210907/109135129/1,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 7. 00시 기준),2021.09.07.,https://www.sisa-news.com/news/article.html?no=170784,해외 코로나 현황
이데일리,국내 백신 자급률 27%에 머물러,2021-10-06,http://www.edaily.co.kr/news/newspath.asp?newsid=01705606629210296,해외 코로나 현황
전기신문,"KOTRA, “코로나發 변화된 중남미 제약시장 선점하자”",2021.09.07.,http://www.electimes.com/article.php?aid=1631002016222378010,해외 코로나 현황
후생신보,"코로나 19 신규 확진 2,049명 국내확진 2,018명, 해외유입 31명",2021.09.09.,http://www.whosaeng.com/129980,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 6. 00시 기준),2021.09.06.,https://www.sisa-news.com/news/article.html?no=170636,해외 코로나 현황
시사뉴스,전국 코로나19 확진자 현황 (9. 8. 00시 기준),2021.09.08.,https://www.sisa-news.com/news/article.html?no=170942,해외 코로나 현황
이데일리,"확진자 1575명, '연휴효과'…""'백신패스' 미접종자 차별 안 돼""(종합)",2021-10-06,http://www.edaily.co.kr/news/newspath.asp?newsid=01849926629209968,해외 코로나 현황
천지일보,[경남 코로나 현황] 함안서 외국인 '감염경로 알수 없는 확진자' 다수 발생 '...,2021-10-05,http://www.newscj.com/news/articleView.html?idxno=907862,해외 코로나 현황
아시아투데이,10월부터 일본·베트남·러시아 코로나19 백신 접종완료 입국자는 격리면제,2021.09.17.,https://www.asiatoday.co.kr/view.php?key=20210917010010652,해외 코로나 현황
서울신문,“대형마트 할인 행사처럼 입양아 할인 판매”…입양의 ‘산업화’,2021-10-06,https://www.seoul.co.kr/news/newsView.php?id=20211006500160&wlog_tag3=naver,해외 코로나 현황
뉴시스,광주 코로나19 확산세 진정…어제 13명 확진,2021-10-07,http://www.newsis.com/view/?id=NISX20211006_0001604752&cID=10201&pID=10200,해외 코로나 현황
뉴시스,"신규확진 2028명, 3일만 2000명대…접종완료 속도(종합)",2021-10-06,http://www.newsis.com/view/?id=NISX20211006_0001603957&cID=10201&pID=10200,해외 코로나 현황
청년일보,"[금일 증권업계 주요기사] 실리콘투 일반청약 흥행 성공, 경쟁률 1700대 1…2...",2021.09.15.,http://www.youthdaily.co.kr/news/article.html?no=81403,해외 코로나 현황
브릿지경제,코로나19 신규확진 1673명… 11일만에 2000명대 아래,2021-10-05,http://www.viva100.com/main/view.php?key=20211004010000455,해외 코로나 현황
국제뉴스,"이철규 의원, 코로나19 이후 해외무역사기 기승 올해에만 벌써 97건, 피해액 ...",2021.09.17.,http://www.gukjenews.com/news/articleView.html?idxno=2312244,해외 코로나 현황
메디컬월드뉴스,"9월 17일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 2,008명, 총...",2021.09.17.,http://medicalworldnews.co.kr/news/view.php?idx=1510944849,해외 코로나 현황
셀럽미디어,[코로나19 현황] 신규 확진자 1673명…거리두기 2주 연장,2021-10-05,http://www.celuvmedia.com/article.php?aid=1633314616395442018,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,433명 국내확진 1,409명, 해외유입 24명",2021.09.13.,http://www.whosaeng.com/130051,해외 코로나 현황
메가경제,"코로나19 신규확진자 2049명 ""이틀연속 2천명대""...수도권 1407명·비수도권 ...",2021.09.09.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065584511317061,해외 코로나 현황
서울경제,갈길 먼 토종 백신...글로벌 백신 전쟁 속 국산 자급률 27%,2021-10-06,https://www.sedaily.com/NewsView/22SMW17T7S,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,597명 국내확진 1,563명, 해외유입 34명",2021.09.07.,http://www.whosaeng.com/129905,해외 코로나 현황
KBS,"신규 확진 2,028명…돌파 감염 비중 20% 넘어",2021-10-06,https://news.kbs.co.kr/news/view.do?ncd=5294511&ref=A,해외 코로나 현황
메디컬월드뉴스,9월 13일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.14.,http://medicalworldnews.co.kr/news/view.php?idx=1510944754,해외 코로나 현황
한국면세뉴스,"[속보] 서울 신규 확진률 최고-하남 16명, 안양 15명-必검진→정선 만냥식당,...",2021.09.21.,http://www.kdfnews.com/news/articleView.html?idxno=80409,해외 코로나 현황
메가경제,"코로나19 신규확진자 1804명 ""60일째 네 자릿수""...사망 7명·위중 9명 증가",2021.09.04.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065584263985169,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,375명 국내확진 1,351명, 해외유입 24명",2021.09.06.,http://www.whosaeng.com/129875,해외 코로나 현황
후생신보,"코로나 19 신규 확진 1,375명 국내확진 1,351명, 해외유입 24명",2021.09.06.,http://www.whosaeng.com/129875,해외 코로나 현황
후생신보,"코로나 19 신규확진 2,050명 국내확진 2,014명, 해외유입 36명",2021.09.08.,http://www.whosaeng.com/129940,해외 코로나 현황
약사공론,"코로나 집콕 시기, 온라인 불법 제품 유의해야",2021.09.10.,https://www.kpanews.co.kr/article/show.asp?idx=225414&category=C,해외 코로나 현황
제주교통복지신문,"중앙전파관리소, 해외 전파관리 기관과 교류 협력을 강화한다",2021.09.07.,http://www.jejutwn.com/news/article.html?no=89254,해외 코로나 현황
뉴스1,백신 자급률 27%…국가예방접종사업 백신 22종 중 10종 전량 수입,2021-10-06,https://www.news1.kr/articles/?4453015,해외 코로나 현황
한국무역신문,코로나19 이후 해외무역사기 기승... 피해액 약 52억원 달해 ''중국이 최다'',2021.09.19.,http://www.weeklytrade.co.kr/news/view.html?section=1&category=160&item=&no=75819,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진 1704명, 사흘째 1700명대... 양성률 3.94%",2021.08.06.,http://www.getnews.co.kr/news/articleView.html?idxno=543981,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 1375명으로 줄어, 월요일 기준 감소",2021.09.06.,https://www.businesspost.co.kr/BP?command=article_view&num=248890,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1540명, 월요일 최다... 비수도권 44.6% 또...",2021.08.10.,http://www.getnews.co.kr/news/articleView.html?idxno=544517,해외 코로나 현황
매일안전신문,코로나19 신규 접종자 42만여 명 넘겨... '접종 완료자는 2148만 명↑',2021.09.17.,http://www.idsn.co.kr/news/articleView.html?idxno=55230,해외 코로나 현황
매일안전신문,코로나19 신규 접종자 42만여 명 넘겨... '접종 완료자는 2148만 명↑',2021.09.17.,http://www.idsn.co.kr/news/articleView.html?idxno=55230,해외 코로나 현황
메디컬월드뉴스,"9월 16일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 1,943명, 총...",2021.09.16.,http://medicalworldnews.co.kr/news/view.php?idx=1510944822,해외 코로나 현황
서울신문,유엔 대북제재위 “北 국경봉쇄로 활동 위축”...다른 선박 ‘위장’도,2021-10-06,https://www.seoul.co.kr/news/newsView.php?id=20211005500049&wlog_tag3=naver,해외 코로나 현황
매일안전신문,"김용판 의원, 코로나로 국민들은 해외? 잘 못가는데…범죄자는 잘만 간다…",2021.09.14.,http://www.idsn.co.kr/news/articleView.html?idxno=55014,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1674명, 23일 연속 네 자릿수... 양성률 3....",2021.07.29.,http://www.getnews.co.kr/news/articleView.html?idxno=542548,해외 코로나 현황
뉴시스,연휴 끝나자 서울 신규 확진 690명…돌파감염 10명(종합),2021-10-06,http://www.newsis.com/view/?id=NISX20211006_0001604477&cID=10201&pID=10200,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1365명, 비수도권 이틀째 40% 안팎... 양성...",2021.07.27.,http://www.getnews.co.kr/news/articleView.html?idxno=542076,해외 코로나 현황
아이뉴스24,"[아!이뉴스] 한성숙 네이버 ""책임지고 다 바꾸겠다""",2021-10-06,http://www.inews24.com/view/1409788,해외 코로나 현황
메가경제,"코로나19 신규확진자 2155명 ""역대 2번째 최다""...사망 9명·위중증환자 14명...",2021.08.25.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065593703228243,해외 코로나 현황
영남일보,"[속보] 10일 0시 기준 코로나19 신규 확진자 대구 44명, 경북 28명, 전국 1천...",2021.09.10.,https://www.yeongnam.com/web/view.php?key=20210910000925344,해외 코로나 현황
뉴스1,"신규 확진 1575명, 이틀 연속 1000명대…비수도권 30% 육박(종합)",2021-10-06,https://www.news1.kr/articles/?4451805,해외 코로나 현황
천지일보,[광주 코로나 현황] '지역 n차 지속' 오후 6시 확진자 6명(#3215~3220) 발생,2021.07.22.,http://www.newscj.com/news/articleView.html?idxno=882757,해외 코로나 현황
메가경제,"코로나19 신규확진자 1597명 ""월요일 기준 역대 최다""...서울 지역 477명도 ""...",2021.09.07.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065578078253624,해외 코로나 현황
KBS,"코로나19 신규 확진자 1,575명…사망자 11명 증가",2021-10-05,https://news.kbs.co.kr/news/view.do?ncd=5293503&ref=A,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1536명, 일단 1600명 아래로... 양성률 3.1...",2021.07.16.,http://www.getnews.co.kr/news/articleView.html?idxno=540373,해외 코로나 현황
뉴스1,"""2년 연속 해외수주 '300억달러' 목표로""…국토부 '공공지원' 다변화",2021.08.25.,https://www.news1.kr/articles/?4413265,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 15일 신규 확진자 2,080명, 총...",2021.09.15.,http://medicalworldnews.co.kr/news/view.php?idx=1510944796,해외 코로나 현황
조선비즈,"신용카드, 생활비 절약형이 대세… 플렉스에서 자린고비로",2021-10-06,https://biz.chosun.com/stock/finance/2021/10/06/JDAEUJIGWRG37D5CS2KEMUDTDQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1600명, 두번째 규모... 양성률 3.10%",2021.07.15.,http://www.getnews.co.kr/news/articleView.html?idxno=540193,해외 코로나 현황
천지일보,[광주 코로나 현황] 전날 기준 확진자 11명(#3204~3214) 발생… '3단계 격상 ...,2021.07.22.,http://www.newscj.com/news/articleView.html?idxno=882553,해외 코로나 현황
뉴스포스트,[코로나 그래픽] 신규확진 다시 2천명대,2021.09.17.,http://www.newspost.kr/news/articleView.html?idxno=94561,해외 코로나 현황
팩트경제신문,[코로나19] 이틀째 2천명대···수도권 69.7%로 여전히 강세,2021.09.09.,http://www.facten.co.kr/news/articleView.html?idxno=206361,해외 코로나 현황
팩트경제신문,[코로나19] 월요일 기준 최다 1597명 신규확진···수도권 66.4%,2021.09.07.,http://www.facten.co.kr/news/articleView.html?idxno=206192,해외 코로나 현황
뉴시스,서울 신규확진 512명…어르신 돌봄시설·시장서 집단감염(종합),2021-10-06,http://www.newsis.com/view/?id=NISX20211005_0001602917&cID=10201&pID=10200,해외 코로나 현황
메가경제,"코로나19 신규확진 1805명 ""연휴효과 사라지자 다시 급증""...임시선별검사소 ...",2021.08.18.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065583085896701,해외 코로나 현황
헬스조선,글로벌 백신 전쟁 속 대한민국 백신 국내 자급률 27%,2021-10-06,https://health.chosun.com/site/data/html_dir/2021/10/06/2021100600911.html,해외 코로나 현황
천지일보,"코로나19 발생현황, 신규확진 2564명… 네 번째 큰 규모",2021-09-30,http://www.newscj.com/news/articleView.html?idxno=906440,해외 코로나 현황
뉴스한국,4일 하루 코로나19 확진 1575명…확산세 꺾였다고 보긴 일러,2021-10-06,http://www.newshankuk.com/news/content.asp?news_idx=202110050952380103,해외 코로나 현황
KOTRA해외시장뉴스,에콰도르 전자책 및 리더기 시장,19분 전,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=191115,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1212명, 코로나19 사태후 2번째 규모... 양...",2021.07.07.,http://www.getnews.co.kr/news/articleView.html?idxno=538946,해외 코로나 현황
아시아투데이,"코로나19 확산으로 간호인력 태부족…""해외 진출 기회""",2021.09.14.,https://www.asiatoday.co.kr/view.php?key=20210914010007662,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 746명, 1주일 연속 700명 이상... 양성률 2...",2021.07.06.,http://www.getnews.co.kr/news/articleView.html?idxno=538740,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 1275명, 코로나19 사태후 '최다'... 양성률...",2021.07.08.,http://www.getnews.co.kr/news/articleView.html?idxno=539146,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 711명, 사흘째 700명대... 양성률 4.74%",2021.07.05.,http://www.getnews.co.kr/news/articleView.html?idxno=538561,해외 코로나 현황
아시아경제,LH 임대주택 임대료 장기체납자 6만가구…체납액 429억원(종합),20분 전,https://view.asiae.co.kr/article/2021100709203736731,해외 코로나 현황
ZDNet Korea,"수출기업 10곳 중 6곳 ""코로나 이후 해외진출 전략 바꾸겠다""",2021.07.18.,https://zdnet.co.kr/view/?no=20210718115510,해외 코로나 현황
뉴스1,서울서 오후 9시까지 695명 확진…다시 700명대 전망(종합),2021-10-06,https://www.news1.kr/articles/?4452814,해외 코로나 현황
글로벌경제,"[코로나19 발생현황]신규 확진자 743명, 토요일 기준 올해 첫 700명대... 양성...",2021.07.04.,http://www.getnews.co.kr/news/articleView.html?idxno=538479,해외 코로나 현황
머니투데이,"""이집트·터키에서 한국어 배우려면 번호표 받고 수개월 줄서야""",50분 전,http://news.mt.co.kr/mtview.php?no=2021100608540574229,해외 코로나 현황
조세금융신문,"코로나 이후 수출기업 10곳 중 6곳, ‘해외진출전략 변화 모색’",2021.07.19.,https://www.tfmedia.co.kr/news/article.html?no=109465,해외 코로나 현황
조세금융신문,"코로나 이후 수출기업 10곳 중 6곳, ‘해외진출전략 변화 모색’",2021.07.19.,https://www.tfmedia.co.kr/news/article.html?no=109465,해외 코로나 현황
머니S,"LH 임대료 3개월 이상 미납 가구 '6만'… ""강제퇴거 우려돼 대책 필요""",26분 전,http://moneys.mt.co.kr/news/mwView.php?no=2021100708578048530,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 762명, 이틀째 700명대... 양성률 2.16%",2021.07.01.,http://www.getnews.co.kr/news/articleView.html?idxno=538013,해외 코로나 현황
뉴시스,"수출기업 절반이상 ""코로나 이후 해외진출 다변화…아시아보다 미주""",2021.07.18.,http://www.newsis.com/view/?id=NISX20210718_0001516912&cID=13001&pID=13000,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 826명, 3차 대유행후 176일만에 최다... 양...",2021.07.02.,http://www.getnews.co.kr/news/articleView.html?idxno=538260,해외 코로나 현황
천지일보,[목포 코로나 현황] 해외 입국자 신규 확진자 1명 발생,2021.06.23.,http://www.newscj.com/news/articleView.html?idxno=872894,해외 코로나 현황
뉴시스,"정부, 12~17세 백신 예약률 공개…""고위험군 접종 권고""",2021-10-06,http://www.newsis.com/view/?id=NISX20211005_0001603636&cID=10201&pID=10200,해외 코로나 현황
톱스타뉴스,"코로나19 신규확진자 2천86명, 주말 두번째 규모…백신 1차 접종률은 77.3%",2021-10-04,http://www.topstarnews.net/news/articleView.html?idxno=14635268,해외 코로나 현황
